month,day,hour,weekday,ride_count,weekday_num
5,8,13,Thursday,1172,3
5,8,14,Thursday,1316,3
5,8,15,Thursday,1675,3
5,8,16,Thursday,1894,3
5,8,17,Thursday,2138,3
5,8,18,Thursday,1862,3
5,8,19,Thursday,1707,3
5,8,20,Thursday,1650,3
5,8,21,Thursday,1701,3
5,8,22,Thursday,1328,3
5,8,23,Thursday,702,3
5,9,0,Friday,396,4
5,9,1,Friday,273,4
5,9,2,Friday,176,4
5,9,3,Friday,196,4
5,9,4,Friday,257,4
5,9,5,Friday,405,4
5,9,6,Friday,912,4
5,9,7,Friday,1234,4
5,9,8,Friday,1142,4
5,9,9,Friday,836,4
5,9,10,Friday,807,4
5,9,11,Friday,877,4
5,9,12,Friday,869,4
5,9,13,Friday,1019,4
5,9,14,Friday,1409,4
5,9,15,Friday,1661,4
5,9,16,Friday,2007,4
5,9,17,Friday,2384,4
5,9,18,Friday,2424,4
5,9,19,Friday,1683,4
5,9,20,Friday,1298,4
5,9,21,Friday,1347,4
5,9,22,Friday,1532,4
5,9,23,Friday,1241,4
5,10,0,Saturday,788,5
5,10,1,Saturday,472,5
5,10,2,Saturday,319,5
5,10,3,Saturday,242,5
5,10,4,Saturday,148,5
5,10,5,Saturday,204,5
5,10,6,Saturday,230,5
5,10,7,Saturday,297,5
5,10,8,Saturday,433,5
5,10,9,Saturday,543,5
5,10,10,Saturday,596,5
5,10,11,Saturday,683,5
5,10,12,Saturday,780,5
5,10,13,Saturday,1009,5
5,10,14,Saturday,1074,5
5,10,15,Saturday,1615,5
5,10,16,Saturday,1939,5
5,10,17,Saturday,1890,5
5,10,18,Saturday,1838,5
5,10,19,Saturday,1365,5
5,10,20,Saturday,1137,5
5,10,21,Saturday,1322,5
5,10,22,Saturday,1738,5
5,10,23,Saturday,1888,5
5,11,0,Sunday,1212,6
5,11,1,Sunday,593,6
5,11,2,Sunday,347,6
5,11,3,Sunday,241,6
5,11,4,Sunday,155,6
5,11,5,Sunday,152,6
5,11,6,Sunday,187,6
5,11,7,Sunday,258,6
5,11,8,Sunday,378,6
5,11,9,Sunday,547,6
5,11,10,Sunday,598,6
5,11,11,Sunday,720,6
5,11,12,Sunday,758,6
5,11,13,Sunday,801,6
5,11,14,Sunday,850,6
5,11,15,Sunday,1019,6
5,11,16,Sunday,1133,6
5,11,17,Sunday,1074,6
5,11,18,Sunday,876,6
5,11,19,Sunday,800,6
5,11,20,Sunday,750,6
5,11,21,Sunday,715,6
5,11,22,Sunday,463,6
5,11,23,Sunday,274,6
5,12,0,Monday,114,0
5,12,1,Monday,83,0
5,12,2,Monday,59,0
5,12,3,Monday,143,0
5,12,4,Monday,265,0
5,12,5,Monday,440,0
5,12,6,Monday,802,0
5,12,7,Monday,1007,0
5,12,8,Monday,854,0
5,12,9,Monday,677,0
5,12,10,Monday,593,0
5,12,11,Monday,603,0
5,12,12,Monday,680,0
5,12,13,Monday,778,0
5,12,14,Monday,1030,0
5,12,15,Monday,1283,0
5,12,16,Monday,1499,0
5,12,17,Monday,1580,0
5,12,18,Monday,1133,0
5,12,19,Monday,862,0
5,12,20,Monday,926,0
5,12,21,Monday,1029,0
5,12,22,Monday,648,0
5,12,23,Monday,382,0
5,13,0,Tuesday,191,1
5,13,1,Tuesday,128,1
5,13,2,Tuesday,73,1
5,13,3,Tuesday,122,1
5,13,4,Tuesday,171,1
5,13,5,Tuesday,376,1
5,13,6,Tuesday,874,1
5,13,7,Tuesday,1136,1
5,13,8,Tuesday,844,1
5,13,9,Tuesday,682,1
5,13,10,Tuesday,654,1
5,13,11,Tuesday,626,1
5,13,12,Tuesday,653,1
5,13,13,Tuesday,848,1
5,13,14,Tuesday,1011,1
5,13,15,Tuesday,1336,1
5,13,16,Tuesday,1534,1
5,13,17,Tuesday,1683,1
5,13,18,Tuesday,1332,1
5,13,19,Tuesday,1265,1
5,13,20,Tuesday,1349,1
5,13,21,Tuesday,1237,1
5,13,22,Tuesday,888,1
5,13,23,Tuesday,485,1
5,14,0,Wednesday,236,2
5,14,1,Wednesday,130,2
5,14,2,Wednesday,83,2
5,14,3,Wednesday,134,2
5,14,4,Wednesday,208,2
5,14,5,Wednesday,404,2
5,14,6,Wednesday,920,2
5,14,7,Wednesday,1272,2
5,14,8,Wednesday,1044,2
5,14,9,Wednesday,725,2
5,14,10,Wednesday,717,2
5,14,11,Wednesday,719,2
5,14,12,Wednesday,771,2
5,14,13,Wednesday,912,2
5,14,14,Wednesday,1245,2
5,14,15,Wednesday,1460,2
5,14,16,Wednesday,1556,2
5,14,17,Wednesday,1763,2
5,14,18,Wednesday,1895,2
5,14,19,Wednesday,1598,2
5,14,20,Wednesday,1606,2
5,14,21,Wednesday,1422,2
5,14,22,Wednesday,881,2
5,14,23,Wednesday,517,2
5,15,0,Thursday,305,3
5,15,1,Thursday,183,3
5,15,2,Thursday,113,3
5,15,3,Thursday,151,3
5,15,4,Thursday,268,3
5,15,5,Thursday,482,3
5,15,6,Thursday,1038,3
5,15,7,Thursday,1262,3
5,15,8,Thursday,1123,3
5,15,9,Thursday,800,3
5,15,10,Thursday,989,3
5,15,11,Thursday,992,3
5,15,12,Thursday,977,3
5,15,13,Thursday,1120,3
5,15,14,Thursday,1386,3
5,15,15,Thursday,1602,3
5,15,16,Thursday,1868,3
5,15,17,Thursday,2201,3
5,15,18,Thursday,2014,3
5,15,19,Thursday,1738,3
5,15,20,Thursday,1788,3
5,15,21,Thursday,1774,3
5,15,22,Thursday,1364,3
5,15,23,Thursday,763,3
5,16,0,Friday,416,4
5,16,1,Friday,235,4
5,16,2,Friday,158,4
5,16,3,Friday,207,4
5,16,4,Friday,271,4
5,16,5,Friday,435,4
5,16,6,Friday,961,4
5,16,7,Friday,1214,4
5,16,8,Friday,1086,4
5,16,9,Friday,852,4
5,16,10,Friday,870,4
5,16,11,Friday,983,4
5,16,12,Friday,1172,4
5,16,13,Friday,1313,4
5,16,14,Friday,1635,4
5,16,15,Friday,1925,4
5,16,16,Friday,2042,4
5,16,17,Friday,2445,4
5,16,18,Friday,2454,4
5,16,19,Friday,3076,4
5,16,20,Friday,2335,4
5,16,21,Friday,2907,4
5,16,22,Friday,2175,4
5,16,23,Friday,1326,4
5,17,0,Saturday,774,5
5,17,1,Saturday,423,5
5,17,2,Saturday,296,5
5,17,3,Saturday,239,5
5,17,4,Saturday,277,5
5,17,5,Saturday,241,5
5,17,6,Saturday,269,5
5,17,7,Saturday,347,5
5,17,8,Saturday,434,5
5,17,9,Saturday,545,5
5,17,10,Saturday,589,5
5,17,11,Saturday,652,5
5,17,12,Saturday,748,5
5,17,13,Saturday,859,5
5,17,14,Saturday,1015,5
5,17,15,Saturday,1329,5
5,17,16,Saturday,1593,5
5,17,17,Saturday,1643,5
5,17,18,Saturday,1710,5
5,17,19,Saturday,1506,5
5,17,20,Saturday,1438,5
5,17,21,Saturday,1701,5
5,17,22,Saturday,1833,5
5,17,23,Saturday,1833,5
5,18,0,Sunday,1420,6
5,18,1,Sunday,992,6
5,18,2,Sunday,564,6
5,18,3,Sunday,389,6
5,18,4,Sunday,212,6
5,18,5,Sunday,176,6
5,18,6,Sunday,197,6
5,18,7,Sunday,266,6
5,18,8,Sunday,400,6
5,18,9,Sunday,546,6
5,18,10,Sunday,670,6
5,18,11,Sunday,774,6
5,18,12,Sunday,801,6
5,18,13,Sunday,872,6
5,18,14,Sunday,984,6
5,18,15,Sunday,1024,6
5,18,16,Sunday,1173,6
5,18,17,Sunday,1043,6
5,18,18,Sunday,855,6
5,18,19,Sunday,782,6
5,18,20,Sunday,775,6
5,18,21,Sunday,754,6
5,18,22,Sunday,517,6
5,18,23,Sunday,322,6
5,19,0,Monday,145,0
5,19,1,Monday,83,0
5,19,2,Monday,67,0
5,19,3,Monday,156,0
5,19,4,Monday,316,0
5,19,5,Monday,466,0
5,19,6,Monday,906,0
5,19,7,Monday,1077,0
5,19,8,Monday,979,0
5,19,9,Monday,675,0
5,19,10,Monday,599,0
5,19,11,Monday,658,0
5,19,12,Monday,674,0
5,19,13,Monday,835,0
5,19,14,Monday,1122,0
5,19,15,Monday,1280,0
5,19,16,Monday,1435,0
5,19,17,Monday,1558,0
5,19,18,Monday,1224,0
5,19,19,Monday,1023,0
5,19,20,Monday,1079,0
5,19,21,Monday,1005,0
5,19,22,Monday,605,0
5,19,23,Monday,348,0
5,20,0,Tuesday,180,1
5,20,1,Tuesday,96,1
5,20,2,Tuesday,75,1
5,20,3,Tuesday,150,1
5,20,4,Tuesday,221,1
5,20,5,Tuesday,390,1
5,20,6,Tuesday,844,1
5,20,7,Tuesday,1122,1
5,20,8,Tuesday,959,1
5,20,9,Tuesday,728,1
5,20,10,Tuesday,706,1
5,20,11,Tuesday,746,1
5,20,12,Tuesday,781,1
5,20,13,Tuesday,959,1
5,20,14,Tuesday,1194,1
5,20,15,Tuesday,1407,1
5,20,16,Tuesday,1596,1
5,20,17,Tuesday,1805,1
5,20,18,Tuesday,1508,1
5,20,19,Tuesday,1334,1
5,20,20,Tuesday,1421,1
5,20,21,Tuesday,1286,1
5,20,22,Tuesday,894,1
5,20,23,Tuesday,458,1
5,21,0,Wednesday,214,2
5,21,1,Wednesday,134,2
5,21,2,Wednesday,102,2
5,21,3,Wednesday,175,2
5,21,4,Wednesday,237,2
5,21,5,Wednesday,392,2
5,21,6,Wednesday,937,2
5,21,7,Wednesday,1198,2
5,21,8,Wednesday,1050,2
5,21,9,Wednesday,736,2
5,21,10,Wednesday,763,2
5,21,11,Wednesday,823,2
5,21,12,Wednesday,956,2
5,21,13,Wednesday,1024,2
5,21,14,Wednesday,1415,2
5,21,15,Wednesday,1660,2
5,21,16,Wednesday,1919,2
5,21,17,Wednesday,2140,2
5,21,18,Wednesday,1789,2
5,21,19,Wednesday,1447,2
5,21,20,Wednesday,1440,2
5,21,21,Wednesday,1475,2
5,21,22,Wednesday,993,2
5,21,23,Wednesday,489,2
5,22,0,Thursday,255,3
5,22,1,Thursday,165,3
5,22,2,Thursday,158,3
5,22,3,Thursday,239,3
5,22,4,Thursday,284,3
5,22,5,Thursday,510,3
5,22,6,Thursday,1023,3
5,22,7,Thursday,1362,3
5,22,8,Thursday,1303,3
5,22,9,Thursday,858,3
5,22,10,Thursday,924,3
5,22,11,Thursday,929,3
5,22,12,Thursday,1040,3
5,22,13,Thursday,1184,3
5,22,14,Thursday,1359,3
5,22,15,Thursday,1572,3
5,22,16,Thursday,1832,3
5,22,17,Thursday,2342,3
5,22,18,Thursday,2101,3
5,22,19,Thursday,1645,3
5,22,20,Thursday,1700,3
5,22,21,Thursday,1715,3
5,22,22,Thursday,1419,3
5,22,23,Thursday,883,3
5,23,0,Friday,442,4
5,23,1,Friday,248,4
5,23,2,Friday,161,4
5,23,3,Friday,244,4
5,23,4,Friday,303,4
5,23,5,Friday,428,4
5,23,6,Friday,794,4
5,23,7,Friday,1056,4
5,23,8,Friday,935,4
5,23,9,Friday,744,4
5,23,10,Friday,677,4
5,23,11,Friday,811,4
5,23,12,Friday,849,4
5,23,13,Friday,954,4
5,23,14,Friday,1268,4
5,23,15,Friday,1682,4
5,23,16,Friday,1442,4
5,23,17,Friday,1090,4
5,23,18,Friday,1817,4
5,23,19,Friday,2560,4
5,23,20,Friday,2447,4
5,23,21,Friday,2026,4
5,23,22,Friday,2006,4
5,23,23,Friday,1481,4
5,24,0,Saturday,700,5
5,24,1,Saturday,363,5
5,24,2,Saturday,249,5
5,24,3,Saturday,225,5
5,24,4,Saturday,175,5
5,24,5,Saturday,211,5
5,24,6,Saturday,217,5
5,24,7,Saturday,272,5
5,24,8,Saturday,373,5
5,24,9,Saturday,426,5
5,24,10,Saturday,471,5
5,24,11,Saturday,528,5
5,24,12,Saturday,556,5
5,24,13,Saturday,578,5
5,24,14,Saturday,628,5
5,24,15,Saturday,1120,5
5,24,16,Saturday,1674,5
5,24,17,Saturday,1154,5
5,24,18,Saturday,878,5
5,24,19,Saturday,748,5
5,24,20,Saturday,730,5
5,24,21,Saturday,787,5
5,24,22,Saturday,900,5
5,24,23,Saturday,688,5
5,25,0,Sunday,463,6
5,25,1,Sunday,350,6
5,25,2,Sunday,236,6
5,25,3,Sunday,199,6
5,25,4,Sunday,111,6
5,25,5,Sunday,114,6
5,25,6,Sunday,136,6
5,25,7,Sunday,178,6
5,25,8,Sunday,235,6
5,25,9,Sunday,336,6
5,25,10,Sunday,394,6
5,25,11,Sunday,478,6
5,25,12,Sunday,574,6
5,25,13,Sunday,602,6
5,25,14,Sunday,553,6
5,25,15,Sunday,703,6
5,25,16,Sunday,718,6
5,25,17,Sunday,696,6
5,25,18,Sunday,681,6
5,25,19,Sunday,597,6
5,25,20,Sunday,550,6
5,25,21,Sunday,635,6
5,25,22,Sunday,707,6
5,25,23,Sunday,595,6
5,26,0,Monday,369,0
5,26,1,Monday,228,0
5,26,2,Monday,126,0
5,26,3,Monday,153,0
5,26,4,Monday,132,0
5,26,5,Monday,131,0
5,26,6,Monday,148,0
5,26,7,Monday,189,0
5,26,8,Monday,220,0
5,26,9,Monday,309,0
5,26,10,Monday,414,0
5,26,11,Monday,446,0
5,26,12,Monday,496,0
5,26,13,Monday,593,0
5,26,14,Monday,688,0
5,26,15,Monday,741,0
5,26,16,Monday,691,0
5,26,17,Monday,731,0
5,26,18,Monday,658,0
5,26,19,Monday,702,0
5,26,20,Monday,634,0
5,26,21,Monday,629,0
5,26,22,Monday,476,0
5,26,23,Monday,298,0
5,27,0,Tuesday,141,1
5,27,1,Tuesday,77,1
5,27,2,Tuesday,58,1
5,27,3,Tuesday,159,1
5,27,4,Tuesday,267,1
5,27,5,Tuesday,459,1
5,27,6,Tuesday,859,1
5,27,7,Tuesday,1078,1
5,27,8,Tuesday,855,1
5,27,9,Tuesday,597,1
5,27,10,Tuesday,576,1
5,27,11,Tuesday,579,1
5,27,12,Tuesday,597,1
5,27,13,Tuesday,895,1
5,27,14,Tuesday,971,1
5,27,15,Tuesday,1157,1
5,27,16,Tuesday,1434,1
5,27,17,Tuesday,1479,1
5,27,18,Tuesday,1197,1
5,27,19,Tuesday,925,1
5,27,20,Tuesday,919,1
5,27,21,Tuesday,756,1
5,27,22,Tuesday,611,1
5,27,23,Tuesday,358,1
5,28,0,Wednesday,187,2
5,28,1,Wednesday,104,2
5,28,2,Wednesday,78,2
5,28,3,Wednesday,127,2
5,28,4,Wednesday,196,2
5,28,5,Wednesday,410,2
5,28,6,Wednesday,873,2
5,28,7,Wednesday,1243,2
5,28,8,Wednesday,981,2
5,28,9,Wednesday,716,2
5,28,10,Wednesday,687,2
5,28,11,Wednesday,730,2
5,28,12,Wednesday,690,2
5,28,13,Wednesday,892,2
5,28,14,Wednesday,1170,2
5,28,15,Wednesday,1597,2
5,28,16,Wednesday,1969,2
5,28,17,Wednesday,2027,2
5,28,18,Wednesday,1771,2
5,28,19,Wednesday,1444,2
5,28,20,Wednesday,1487,2
5,28,21,Wednesday,1411,2
5,28,22,Wednesday,955,2
5,28,23,Wednesday,495,2
5,29,0,Thursday,243,3
5,29,1,Thursday,130,3
5,29,2,Thursday,84,3
5,29,3,Thursday,125,3
5,29,4,Thursday,212,3
5,29,5,Thursday,398,3
5,29,6,Thursday,912,3
5,29,7,Thursday,1172,3
5,29,8,Thursday,983,3
5,29,9,Thursday,748,3
5,29,10,Thursday,665,3
5,29,11,Thursday,702,3
5,29,12,Thursday,740,3
5,29,13,Thursday,923,3
5,29,14,Thursday,1236,3
5,29,15,Thursday,1655,3
5,29,16,Thursday,1868,3
5,29,17,Thursday,2160,3
5,29,18,Thursday,2051,3
5,29,19,Thursday,1750,3
5,29,20,Thursday,1790,3
5,29,21,Thursday,1953,3
5,29,22,Thursday,1629,3
5,29,23,Thursday,801,3
5,30,0,Friday,393,4
5,30,1,Friday,201,4
5,30,2,Friday,124,4
5,30,3,Friday,175,4
5,30,4,Friday,240,4
5,30,5,Friday,398,4
5,30,6,Friday,854,4
5,30,7,Friday,1171,4
5,30,8,Friday,997,4
5,30,9,Friday,717,4
5,30,10,Friday,731,4
5,30,11,Friday,823,4
5,30,12,Friday,870,4
5,30,13,Friday,997,4
5,30,14,Friday,1308,4
5,30,15,Friday,1647,4
5,30,16,Friday,1808,4
5,30,17,Friday,1747,4
5,30,18,Friday,2245,4
5,30,19,Friday,1443,4
5,30,20,Friday,1316,4
5,30,21,Friday,1495,4
5,30,22,Friday,1470,4
5,30,23,Friday,1243,4
5,31,0,Saturday,768,5
5,31,1,Saturday,462,5
5,31,2,Saturday,331,5
5,31,3,Saturday,261,5
5,31,4,Saturday,145,5
5,31,5,Saturday,173,5
5,31,6,Saturday,255,5
5,31,7,Saturday,365,5
5,31,8,Saturday,497,5
5,31,9,Saturday,559,5
5,31,10,Saturday,626,5
5,31,11,Saturday,713,5
5,31,12,Saturday,775,5
5,31,13,Saturday,816,5
5,31,14,Saturday,1265,5
5,31,15,Saturday,1584,5
5,31,16,Saturday,1551,5
5,31,17,Saturday,1348,5
5,31,18,Saturday,1470,5
5,31,19,Saturday,1219,5
5,31,20,Saturday,1203,5
5,31,21,Saturday,1466,5
5,31,22,Saturday,1793,5
5,31,23,Saturday,1616,5
6,1,0,Sunday,1112,6
6,1,1,Sunday,685,6
6,1,2,Sunday,396,6
6,1,3,Sunday,281,6
6,1,4,Sunday,155,6
6,1,5,Sunday,165,6
6,1,6,Sunday,200,6
6,1,7,Sunday,265,6
6,1,8,Sunday,386,6
6,1,9,Sunday,500,6
6,1,10,Sunday,638,6
6,1,11,Sunday,740,6
6,1,12,Sunday,807,6
6,1,13,Sunday,913,6
6,1,14,Sunday,997,6
6,1,15,Sunday,1092,6
6,1,16,Sunday,1169,6
6,1,17,Sunday,1113,6
6,1,18,Sunday,983,6
6,1,19,Sunday,814,6
6,1,20,Sunday,807,6
6,1,21,Sunday,849,6
6,1,22,Sunday,602,6
6,1,23,Sunday,298,6
6,2,0,Monday,186,0
6,2,1,Monday,72,0
6,2,2,Monday,59,0
6,2,3,Monday,167,0
6,2,4,Monday,305,0
6,2,5,Monday,500,0
6,2,6,Monday,915,0
6,2,7,Monday,1103,0
6,2,8,Monday,982,0
6,2,9,Monday,603,0
6,2,10,Monday,628,0
6,2,11,Monday,637,0
6,2,12,Monday,683,0
6,2,13,Monday,713,0
6,2,14,Monday,1018,0
6,2,15,Monday,1112,0
6,2,16,Monday,1337,0
6,2,17,Monday,1443,0
6,2,18,Monday,1093,0
6,2,19,Monday,1009,0
6,2,20,Monday,1037,0
6,2,21,Monday,914,0
6,2,22,Monday,634,0
6,2,23,Monday,353,0
6,3,0,Tuesday,187,1
6,3,1,Tuesday,87,1
6,3,2,Tuesday,59,1
6,3,3,Tuesday,105,1
6,3,4,Tuesday,180,1
6,3,5,Tuesday,372,1
6,3,6,Tuesday,950,1
6,3,7,Tuesday,1199,1
6,3,8,Tuesday,982,1
6,3,9,Tuesday,722,1
6,3,10,Tuesday,746,1
6,3,11,Tuesday,737,1
6,3,12,Tuesday,793,1
6,3,13,Tuesday,962,1
6,3,14,Tuesday,1216,1
6,3,15,Tuesday,1432,1
6,3,16,Tuesday,2142,1
6,3,17,Tuesday,2471,1
6,3,18,Tuesday,2026,1
6,3,19,Tuesday,1369,1
6,3,20,Tuesday,1406,1
6,3,21,Tuesday,1257,1
6,3,22,Tuesday,833,1
6,3,23,Tuesday,441,1
6,4,0,Wednesday,213,2
6,4,1,Wednesday,106,2
6,4,2,Wednesday,90,2
6,4,3,Wednesday,144,2
6,4,4,Wednesday,216,2
6,4,5,Wednesday,365,2
6,4,6,Wednesday,936,2
6,4,7,Wednesday,1295,2
6,4,8,Wednesday,1024,2
6,4,9,Wednesday,827,2
6,4,10,Wednesday,764,2
6,4,11,Wednesday,758,2
6,4,12,Wednesday,768,2
6,4,13,Wednesday,922,2
6,4,14,Wednesday,1214,2
6,4,15,Wednesday,1584,2
6,4,16,Wednesday,1914,2
6,4,17,Wednesday,1948,2
6,4,18,Wednesday,1558,2
6,4,19,Wednesday,1385,2
6,4,20,Wednesday,1526,2
6,4,21,Wednesday,1464,2
6,4,22,Wednesday,1302,2
6,4,23,Wednesday,508,2
6,5,0,Thursday,277,3
6,5,1,Thursday,147,3
6,5,2,Thursday,128,3
6,5,3,Thursday,182,3
6,5,4,Thursday,281,3
6,5,5,Thursday,706,3
6,5,6,Thursday,1421,3
6,5,7,Thursday,1762,3
6,5,8,Thursday,1770,3
6,5,9,Thursday,1449,3
6,5,10,Thursday,1105,3
6,5,11,Thursday,941,3
6,5,12,Thursday,862,3
6,5,13,Thursday,1018,3
6,5,14,Thursday,1262,3
6,5,15,Thursday,1604,3
6,5,16,Thursday,1850,3
6,5,17,Thursday,2057,3
6,5,18,Thursday,1678,3
6,5,19,Thursday,1497,3
6,5,20,Thursday,1753,3
6,5,21,Thursday,1966,3
6,5,22,Thursday,1710,3
6,5,23,Thursday,945,3
6,6,0,Friday,440,4
6,6,1,Friday,249,4
6,6,2,Friday,167,4
6,6,3,Friday,190,4
6,6,4,Friday,291,4
6,6,5,Friday,419,4
6,6,6,Friday,875,4
6,6,7,Friday,1150,4
6,6,8,Friday,1075,4
6,6,9,Friday,768,4
6,6,10,Friday,832,4
6,6,11,Friday,917,4
6,6,12,Friday,953,4
6,6,13,Friday,1088,4
6,6,14,Friday,1338,4
6,6,15,Friday,1596,4
6,6,16,Friday,1818,4
6,6,17,Friday,1771,4
6,6,18,Friday,1602,4
6,6,19,Friday,1270,4
6,6,20,Friday,1197,4
6,6,21,Friday,1477,4
6,6,22,Friday,1684,4
6,6,23,Friday,1516,4
6,7,0,Saturday,940,5
6,7,1,Saturday,551,5
6,7,2,Saturday,328,5
6,7,3,Saturday,275,5
6,7,4,Saturday,186,5
6,7,5,Saturday,186,5
6,7,6,Saturday,290,5
6,7,7,Saturday,354,5
6,7,8,Saturday,508,5
6,7,9,Saturday,634,5
6,7,10,Saturday,744,5
6,7,11,Saturday,821,5
6,7,12,Saturday,915,5
6,7,13,Saturday,990,5
6,7,14,Saturday,1018,5
6,7,15,Saturday,1173,5
6,7,16,Saturday,1388,5
6,7,17,Saturday,1238,5
6,7,18,Saturday,1335,5
6,7,19,Saturday,1023,5
6,7,20,Saturday,1161,5
6,7,21,Saturday,1403,5
6,7,22,Saturday,1782,5
6,7,23,Saturday,1646,5
6,8,0,Sunday,1056,6
6,8,1,Sunday,656,6
6,8,2,Sunday,409,6
6,8,3,Sunday,306,6
6,8,4,Sunday,189,6
6,8,5,Sunday,173,6
6,8,6,Sunday,210,6
6,8,7,Sunday,282,6
6,8,8,Sunday,340,6
6,8,9,Sunday,516,6
6,8,10,Sunday,620,6
6,8,11,Sunday,711,6
6,8,12,Sunday,853,6
6,8,13,Sunday,892,6
6,8,14,Sunday,1011,6
6,8,15,Sunday,1090,6
6,8,16,Sunday,1146,6
6,8,17,Sunday,955,6
6,8,18,Sunday,852,6
6,8,19,Sunday,747,6
6,8,20,Sunday,759,6
6,8,21,Sunday,787,6
6,8,22,Sunday,750,6
6,8,23,Sunday,439,6
6,9,0,Monday,237,0
6,9,1,Monday,114,0
6,9,2,Monday,95,0
6,9,3,Monday,246,0
6,9,4,Monday,414,0
6,9,5,Monday,731,0
6,9,6,Monday,1367,0
6,9,7,Monday,1788,0
6,9,8,Monday,1907,0
6,9,9,Monday,1527,0
6,9,10,Monday,1098,0
6,9,11,Monday,903,0
6,9,12,Monday,782,0
6,9,13,Monday,903,0
6,9,14,Monday,1037,0
6,9,15,Monday,1249,0
6,9,16,Monday,1471,0
6,9,17,Monday,1728,0
6,9,18,Monday,1382,0
6,9,19,Monday,1125,0
6,9,20,Monday,1067,0
6,9,21,Monday,1027,0
6,9,22,Monday,643,0
6,9,23,Monday,403,0
6,10,0,Tuesday,196,1
6,10,1,Tuesday,111,1
6,10,2,Tuesday,83,1
6,10,3,Tuesday,119,1
6,10,4,Tuesday,247,1
6,10,5,Tuesday,460,1
6,10,6,Tuesday,999,1
6,10,7,Tuesday,1427,1
6,10,8,Tuesday,1246,1
6,10,9,Tuesday,798,1
6,10,10,Tuesday,756,1
6,10,11,Tuesday,848,1
6,10,12,Tuesday,801,1
6,10,13,Tuesday,933,1
6,10,14,Tuesday,1217,1
6,10,15,Tuesday,1545,1
6,10,16,Tuesday,1836,1
6,10,17,Tuesday,2008,1
6,10,18,Tuesday,1535,1
6,10,19,Tuesday,1293,1
6,10,20,Tuesday,1510,1
6,10,21,Tuesday,1458,1
6,10,22,Tuesday,916,1
6,10,23,Tuesday,532,1
6,11,0,Wednesday,258,2
6,11,1,Wednesday,146,2
6,11,2,Wednesday,101,2
6,11,3,Wednesday,153,2
6,11,4,Wednesday,240,2
6,11,5,Wednesday,497,2
6,11,6,Wednesday,1149,2
6,11,7,Wednesday,1566,2
6,11,8,Wednesday,1442,2
6,11,9,Wednesday,988,2
6,11,10,Wednesday,853,2
6,11,11,Wednesday,871,2
6,11,12,Wednesday,877,2
6,11,13,Wednesday,1104,2
6,11,14,Wednesday,1390,2
6,11,15,Wednesday,1616,2
6,11,16,Wednesday,1826,2
6,11,17,Wednesday,1981,2
6,11,18,Wednesday,1745,2
6,11,19,Wednesday,1602,2
6,11,20,Wednesday,1642,2
6,11,21,Wednesday,1620,2
6,11,22,Wednesday,1366,2
6,11,23,Wednesday,683,2
6,12,0,Thursday,304,3
6,12,1,Thursday,178,3
6,12,2,Thursday,106,3
6,12,3,Thursday,187,3
6,12,4,Thursday,271,3
6,12,5,Thursday,484,3
6,12,6,Thursday,1061,3
6,12,7,Thursday,1560,3
6,12,8,Thursday,1419,3
6,12,9,Thursday,1006,3
6,12,10,Thursday,918,3
6,12,11,Thursday,926,3
6,12,12,Thursday,1036,3
6,12,13,Thursday,1219,3
6,12,14,Thursday,1486,3
6,12,15,Thursday,1812,3
6,12,16,Thursday,2001,3
6,12,17,Thursday,2293,3
6,12,18,Thursday,2281,3
6,12,19,Thursday,2012,3
6,12,20,Thursday,2075,3
6,12,21,Thursday,1969,3
6,12,22,Thursday,1914,3
6,12,23,Thursday,1326,3
6,13,0,Friday,509,4
6,13,1,Friday,319,4
6,13,2,Friday,203,4
6,13,3,Friday,267,4
6,13,4,Friday,374,4
6,13,5,Friday,528,4
6,13,6,Friday,1030,4
6,13,7,Friday,1639,4
6,13,8,Friday,1837,4
6,13,9,Friday,1516,4
6,13,10,Friday,1067,4
6,13,11,Friday,1015,4
6,13,12,Friday,1019,4
6,13,13,Friday,1114,4
6,13,14,Friday,1342,4
6,13,15,Friday,1639,4
6,13,16,Friday,2022,4
6,13,17,Friday,2986,4
6,13,18,Friday,3156,4
6,13,19,Friday,2159,4
6,13,20,Friday,1429,4
6,13,21,Friday,1436,4
6,13,22,Friday,1339,4
6,13,23,Friday,1262,4
6,14,0,Saturday,769,5
6,14,1,Saturday,504,5
6,14,2,Saturday,315,5
6,14,3,Saturday,330,5
6,14,4,Saturday,196,5
6,14,5,Saturday,231,5
6,14,6,Saturday,320,5
6,14,7,Saturday,369,5
6,14,8,Saturday,448,5
6,14,9,Saturday,608,5
6,14,10,Saturday,679,5
6,14,11,Saturday,739,5
6,14,12,Saturday,749,5
6,14,13,Saturday,806,5
6,14,14,Saturday,892,5
6,14,15,Saturday,1165,5
6,14,16,Saturday,1503,5
6,14,17,Saturday,1215,5
6,14,18,Saturday,1147,5
6,14,19,Saturday,1114,5
6,14,20,Saturday,1096,5
6,14,21,Saturday,1282,5
6,14,22,Saturday,1513,5
6,14,23,Saturday,1337,5
6,15,0,Sunday,864,6
6,15,1,Sunday,577,6
6,15,2,Sunday,421,6
6,15,3,Sunday,283,6
6,15,4,Sunday,190,6
6,15,5,Sunday,194,6
6,15,6,Sunday,198,6
6,15,7,Sunday,243,6
6,15,8,Sunday,354,6
6,15,9,Sunday,497,6
